"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4256","create User - Caroline","chromium","2026-06-27","passed","2026-06-27","","registerpage.spec.ts","",""
"","4684","Verify user able to land the product page - macbook -MacBook Air","chromium","2026-06-27","passed","2026-06-27","","search.spec.ts","",""
"","3295","Logout link exisit","chromium","2026-06-27","passed","2026-06-27","","homepage.spec.ts","",""
"","330","GET API -- get all Users","chromium","2026-06-27","passed","2026-06-27","running e2e go rest crud api tests","api/user.api.sep.spec.ts","",""
"","3262","@regression companyLogo exists on productpage","chromium","2026-06-27","passed","2026-06-27","","productpage.spec.ts","",""
"","2698","invalid Login Test with - - pw1234","chromium","2026-06-27","passed","2026-06-27","","loginpagefix.spec.ts","",""
"","4081","create User - John","chromium","2026-06-27","passed","2026-06-27","","registerpage.spec.ts","",""
"","3174","@regression User able to loginto app test","chromium","2026-06-27","passed","2026-06-27","","loginpage.spec.ts","",""
"","126","Post Add Contact","chromium","2026-06-27","passed","2026-06-27","","api/api.contacts.spec.ts","",""
"","254","POST API -- create single user","chromium","2026-06-27","passed","2026-06-27","running e2e go rest crud api tests","api/user.api.sep.spec.ts","",""
"","270","PUT API -- Update single user","chromium","2026-06-27","passed","2026-06-27","running e2e go rest crud api tests","api/user.api.sep.spec.ts","",""
"","2850","json data for invalid scenarios - Worng@gmail.com - wrong123","chromium","2026-06-27","passed","2026-06-27","","loginpagefix.spec.ts","",""
"","2194","@smoke Login Page title test","chromium","2026-06-27","passed","2026-06-27","","loginpage.spec.ts","",""
"","3286","Home Page title test","chromium","2026-06-27","passed","2026-06-27","","homepage.spec.ts","",""
"","3069","Logout link exisit","chromium","2026-06-27","passed","2026-06-27","","homePageFix.spec.ts","",""
"","268","create User test","chromium","2026-06-27","passed","2026-06-27","","api/usersapi.spec.ts","",""
"","359","GET---get all user","chromium","2026-06-27","passed","2026-06-27","","api/user.schema.spec.ts","",""
"","2995","homepage headers exist test","chromium","2026-06-27","passed","2026-06-27","","homepage.spec.ts","",""
"","4981","@smoke verify tproduct Information data","chromium","2026-06-27","passed","2026-06-27","","productpage.spec.ts","",""
"","3095","Home Page title test","chromium","2026-06-27","passed","2026-06-27","","homePageFix.spec.ts","",""
"","2768","invalid Login Test with - larrymith@gmail.com -","chromium","2026-06-27","passed","2026-06-27","","loginpagefix.spec.ts","",""
"","2896","json data for invalid scenarios - larrymith@gmail.com - wrong123","chromium","2026-06-27","passed","2026-06-27","","loginpagefix.spec.ts","",""
"","848","PATCH -- update a user","chromium","2026-06-27","passed","2026-06-27","","api/api.users.inidi.spec.ts","",""
"","3795","loging to app using wrong credentials with data driven test","chromium","2026-06-27","passed","2026-06-27","","loginpagefix.spec.ts","",""
"","3593","Verify Search results count- imac -iMac","chromium","2026-06-27","passed","2026-06-27","","search.spec.ts","",""
"","2277","Forgot pwd Link exist test","chromium","2026-06-27","passed","2026-06-27","","loginpagefix.spec.ts","",""
"","4425","Verify user able to land the product page - imac -iMac","chromium","2026-06-27","passed","2026-06-27","","search.spec.ts","",""
"","3711","Verify Search results count- macbook -MacBook Air","chromium","2026-06-27","passed","2026-06-27","","search.spec.ts","",""
"","3000","User able to loginto app test","chromium","2026-06-27","passed","2026-06-27","","loginpagefix.spec.ts","",""
"","360","getUser test","chromium","2026-06-27","passed","2026-06-27","","api/usersapi.spec.ts","",""
"","2834","invalid Login Test with - invalidujm@open.com - wron123","chromium","2026-06-27","passed","2026-06-27","","loginpagefix.spec.ts","",""
"","2870","excel data for invalid scenarios - - w1234","chromium","2026-06-27","passed","2026-06-27","","loginpagefix.spec.ts","",""
"","3190","@regression footers exists on productpage","chromium","2026-06-27","passed","2026-06-27","","productpage.spec.ts","",""
"","3573","check the register page is visible","chromium","2026-06-27","passed","2026-06-27","","registerpage.spec.ts","",""
"","3146","intercept and log requests","chromium","2026-06-27","passed","2026-06-27","","api/intercept.spec.ts","",""
