"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2058","PUT -- update a user","chromium","2026-06-27","passed","2026-06-27","","api/api.users.inidi.spec.ts","",""
"","1","delete User test","chromium","2026-06-27","skipped","2026-06-27","","api/usersapi.spec.ts","",""
"","1852","Forgot pwd Link exist test","chromium","2026-06-27","passed","2026-06-27","","loginpage.spec.ts","",""
"","2401","excel data for invalid scenarios - invalidujm@gmail.com
 - wron123","chromium","2026-06-27","passed","2026-06-27","","loginpagefix.spec.ts","",""
"","2641","Logout link exisit","chromium","2026-06-27","passed","2026-06-27","","homePageFix.spec.ts","",""
"","435","GET---get all user","chromium","2026-06-27","passed","2026-06-27","","api/user.schema.spec.ts","",""
"","4065","@smoke verify tproduct Information data","chromium","2026-06-27","passed","2026-06-27","","productpage.spec.ts","",""
"","3792","Verify user able to land the product page - macbook -MacBook Air","chromium","2026-06-27","passed","2026-06-27","","search.spec.ts","",""
"","3103","Verify Search results count- imac -iMac","chromium","2026-06-27","passed","2026-06-27","","search.spec.ts","",""
"","3995","@smoke verify the the product images count","chromium","2026-06-27","passed","2026-06-27","","productpage.spec.ts","",""
"","1007","GET -- LocationData","chromium","2026-06-27","passed","2026-06-27","","api/amadeus.oauth2.spec.ts","",""
"","2441","json data for invalid scenarios - Worng@gmail.com - wrong123","chromium","2026-06-27","passed","2026-06-27","","loginpagefix.spec.ts","",""
"","1618","POST -- create a user","chromium","2026-06-27","passed","2026-06-27","","api/api.users.inidi.spec.ts","",""
"","2426","invalid Login Test with - larrymith@gmail.com -","chromium","2026-06-27","passed","2026-06-27","","loginpagefix.spec.ts","",""
"","2409","Home Page title test","chromium","2026-06-27","passed","2026-06-27","","homepage.spec.ts","",""
"","2642","Logout link exisit","chromium","2026-06-27","passed","2026-06-27","","homepage.spec.ts","",""
"","336","POST API -- create single user","chromium","2026-06-27","passed","2026-06-27","running e2e go rest crud api tests","api/user.api.sep.spec.ts","",""
"","3910","Verify user able to land the product page - imac -iMac","chromium","2026-06-27","passed","2026-06-27","","search.spec.ts","",""
"","3466","create User - Pery","chromium","2026-06-27","passed","2026-06-27","","registerpage.spec.ts","",""
"","406","PUT API -- Update single user","chromium","2026-06-27","passed","2026-06-27","running e2e go rest crud api tests","api/user.api.sep.spec.ts","",""
"","990","Delete -- delete a user","chromium","2026-06-27","passed","2026-06-27","","api/api.users.inidi.spec.ts","",""
"","2526","excel data for invalid scenarios - larrymith@gmail.com -","chromium","2026-06-27","passed","2026-06-27","","loginpagefix.spec.ts","",""
"","3002","check the register page is visible","chromium","2026-06-27","passed","2026-06-27","","registerpage.spec.ts","",""
"","2075","Forgot pwd Link exist test","chromium","2026-06-27","passed","2026-06-27","","loginpagefix.spec.ts","",""
"","2238","intercept and log requests","chromium","2026-06-27","passed","2026-06-27","","api/intercept.spec.ts","",""
